gender,tenure,MonthlyCharges,TotalCharges,Churn
0,0.17138342470011067,-1.4992595830733044,-0.7195801570882173,0
1,-0.6093855685590566,-0.34895153442723076,-0.5955032660569756,0
0,0.29466273942524235,1.0706482828325188,0.6228250281842679,1
0,-0.23954762438366153,1.1919958081954718,0.21814074941998934,0
1,-1.266875247093092,-0.6531514952686056,-0.9816679445887746,1
1,0.5823144737838829,0.6783466939879041,0.8001789988316741,0
0,1.6096420964933134,-0.03976468898189874,0.9585924692413171,0
0,0.2124765296084879,0.5171040917932959,0.3816714777886068,0
0,-0.691571778375811,-0.5135187263578105,-0.6655498879889138,0
0,1.6096420964933134,1.2800974361987116,2.246923080150785,1
0,-0.6504786734674337,0.18298282332817917,-0.481660890943683,1
1,0.5823144737838829,-0.1993449963085218,0.22678027584423222,0
0,1.1987110474095413,1.291733500274611,1.80861110622753,1
1,-1.3079683520014693,0.670035219647976,-0.9818673182754878,1
0,-0.9792235127344515,-0.468636764922198,-0.8141497424858911,0
0,1.5685489915849362,0.7049434118756746,1.6591029938244142,0
1,-1.0203166176428287,-1.5009218779412898,-0.9553063126789053,1
0,1.5685489915849362,1.4762482306210187,2.428663271905884,0
0,-1.1435959323679603,-0.45035152137435563,-0.9033362383423059,0
1,0.9110593130509007,-1.4826366343934478,-0.541472996957672,0
0,1.4863627817681817,1.3233171027663386,2.1794461635142626,1
1,0.25356963451686515,0.5171040917932959,0.39890622537337855,1
0,0.33575584433361955,1.2535007183109408,0.8471868836322982,1
1,1.4041765719514272,1.389808897485765,2.086028514973154,0
0,-1.3079683520014693,-0.6215678927768781,-0.9990799132284026,1
0,1.157617942501164,1.3731859488059084,1.8050002272348336,0
0,-0.9381304078260743,-1.4975972882053186,-0.9340176334642966,0
1,1.6096420964933134,-1.3446661603506382,-0.2623276829271993,0
0,-1.3079683520014693,0.14807463110048003,-0.9888232446785963,1
1,-0.6504786734674337,-0.9723121099218516,-0.7333147888395778,0
1,0.33575584433361955,-1.5009218779412898,-0.6620276195236455,0
0,-1.266875247093092,-0.6647875593445053,-0.9703479497098306,0
1,-1.1846890372763377,1.0989072955882753,-0.8491952060837173,1
0,1.1165248375927868,0.31430411789904555,0.9534973639141995,0
1,-0.07517520475015264,0.660061450440062,0.13832481683909945,0
0,0.6645006836006373,1.142126962155902,1.160624471777458,0
0,-1.3079683520014693,-0.3057318678596036,-0.9948709131755663,0
0,-0.7326648832841882,-0.0015319070182289495,-0.5983166503028187,0
1,0.5412213688755056,-1.5175448266211464,-0.6366628560473427,0
0,0.417942054150374,-1.1834235581560297,-0.47723036457227636,0
0,-0.5271993587423021,0.9858712445652504,-0.17790400292004652,1
1,0.9932455228676551,-0.3805351369189581,0.3330907561261335,0
0,-0.9792235127344515,-1.4975972882053186,-0.9403311335435509,0
1,-1.1846890372763377,0.1713467592522793,-0.9012981962114589,1
1,-1.3079683520014693,0.28936969487926073,-0.9869402709707484,1
0,0.787779998325769,-1.3330300962747388,-0.47499294875471604,0
0,1.6096420964933134,0.28438281027530404,1.3414785582582753,0
0,1.321990362134673,0.9243663344497813,1.624766414446013,0
0,0.7466868934173918,-0.1660990989488087,0.32892606133701124,0
0,0.787779998325769,1.5244547817926029,1.5643340347400272,0
1,-1.3079683520014693,0.177995938724222,-0.9884244973051697,1
1,-1.061409722551206,-1.5158825317531608,-0.9553284653107624,0
0,0.17138342470011067,-1.480974339525462,-0.7104532727631196,0
1,-1.061409722551206,-0.6863973926283188,-0.8806740959525612,0
0,0.7466868934173918,-1.4776497497894907,-0.557600112949592,0
0,-0.7737579881925654,0.0184156313975992,-0.6041427924812184,1
1,0.33575584433361955,0.32594018197494545,0.3927477937171234,0
0,1.6096420964933134,0.15804840030839434,1.1550641611813426,0
0,1.157617942501164,0.5736221173048082,1.1535577822150644,0
0,-0.28064072929203876,0.626815553080349,-0.10216415460085079,1
1,-0.1984545194752843,-1.4842989292614333,-0.7823607157710488,0
1,-0.8559441980093199,-0.7013580464401897,-0.7798796210030611,0
1,-0.32173383420041596,0.6550745658361049,-0.09443288608274616,0
1,-1.0203166176428287,1.2052941671393573,-0.6460998772184388,1
0,-0.3628269391087932,-0.8576137640308412,-0.5892119186095781,1
1,-0.15736141456690708,-0.6614629696085339,-0.4751923224414293,0
1,-1.266875247093092,-1.5092333522812182,-1.0073428449110757,0
1,1.527455886676559,0.35253689986271586,1.2899293839269592,0
1,0.9521524179592779,1.108881064796189,1.4209400487294528,1
1,0.29466273942524235,1.3582252949940374,0.8539212837168362,0
0,0.8699662081425235,0.013428746793642043,0.536850663947123,0
0,-1.3079683520014693,-0.453676111110327,-0.9968424974108422,1
1,0.33575584433361955,0.3242778871069599,0.3497716879144793,0
1,-0.9381304078260743,-1.5158825317531608,-0.9374955966658509,0
0,-0.9792235127344515,0.35586148959868696,-0.7264474729638976,0
0,-1.0203166176428287,0.05831070822925502,-0.7887406737458742,0
1,-0.23954762438366153,-1.4842989292614333,-0.7810980157551979,0
1,0.25356963451686515,-0.791121969311415,-0.31197173091881025,0
0,0.417942054150374,0.43066475865804144,0.47169977365558885,1
0,-0.11626830965852987,-0.34728923955924496,-0.3156712204389347,0
0,0.007011005066601798,0.9526253472055374,0.33419838771898513,0
0,-0.23954762438366153,-1.4975972882053186,-0.8113142056081909,0
0,1.6096420964933134,1.4463269229972773,2.4005958873430226,0
1,-1.0203166176428287,-1.4992595830733044,-0.9486383704899384,0
1,1.4452696768598046,-1.490948108733376,-0.40507924261391987,0
0,0.13029031979173347,-0.9822858791297654,-0.43562772194476834,0
1,-0.28064072929203876,0.03836316981342688,-0.2874487674530747,0
0,1.5685489915849362,1.4862219998289325,2.4602529249340126,0
1,-1.3079683520014693,0.5087926174533676,-0.9840161235656202,1
0,0.25356963451686515,-1.3197317373308535,-0.5818350922011861,0
0,-1.3079683520014693,-1.3579645192945236,-1.0088935291410681,1
0,0.787779998325769,1.306694154086482,1.4475232069578923,1
0,-1.0203166176428287,-1.5025841728092755,-0.9447173546512435,0
1,0.787779998325769,0.5337270404731523,0.8563137679573957,0
0,0.6234075786922602,-1.3745874679743801,-0.49969313327530784,0
0,0.8699662081425235,1.3399400514461952,1.4783153652391683,0
1,-0.3628269391087932,-0.2841220345757901,-0.40760464264562163,0
0,0.007011005066601798,0.7996942193508573,0.32185937177461776,0
1,-1.1846890372763377,1.1953203979314428,-0.8426601796858926,0
1,0.9932455228676551,1.1870089235915147,1.4667295387779398,0
1,0.9932455228676551,-1.5009218779412898,-0.45596383798952467,0
0,-1.1435959323679603,0.8811466678821545,-0.8202860215102893,1
0,-1.1025028274595832,0.16303528491235103,-0.8521415061207027,0
0,-1.2257821421847148,-0.5234924955657246,-0.9446508967556724,1
1,1.6096420964933134,-1.4543776216376916,-0.3906800319068484,0
0,-1.1435959323679603,0.6517499761001337,-0.8185138109617266,1
1,1.36308346704305,0.31097952816307445,1.1333545819614503,0
1,0.9521524179592779,1.5161433074526747,1.7005727206607801,0
0,1.6096420964933134,-0.13119090672110978,0.9959196539204177,0
0,0.5001282639671284,-1.3446661603506382,-0.5373969126959779,0
0,-0.48610625383392486,-1.480974339525462,-0.8322705953449441,0
0,-0.4039200440171704,1.3150056284264104,-0.051545390807530414,0
1,0.9932455228676551,-1.4892858138653902,-0.5376405916464053,0
1,1.4041765719514272,1.4795728203569904,2.206583137539128,0
1,1.6096420964933134,1.6707367301753406,2.6798076592690667,0
1,-1.0203166176428287,0.12147791321270965,-0.7695121892939697,0
0,1.4452696768598046,1.0041564881130924,1.941549050001585,0
1,-0.28064072929203876,1.1836843338555436,0.13236575886955745,0
1,-0.3628269391087932,1.3050318592184966,0.08571231617864608,0
1,0.2124765296084879,0.3342516563148737,0.2519456656338216,1
0,1.4863627817681817,-1.494272698469347,-0.3995632372815187,0
0,-0.32173383420041596,-0.8908596613905543,-0.5896106659830047,0
0,-1.1435959323679603,-1.490948108733376,-0.9778355392775079,0
1,1.4863627817681817,0.7448384887073304,1.6633784517728216,0
1,-0.7737579881925654,-1.4793120446574763,-0.890000353964372,0
1,-1.2257821421847148,-1.01885636622545,-0.9578095600787501,1
1,-1.061409722551206,1.1803597441195723,-0.7027663095087292,0
0,-0.28064072929203876,-1.5208694163571177,-0.7910445474590057,0
0,1.1165248375927868,-1.4743251600535194,-0.4856483646779489,0
1,-1.266875247093092,0.7082680016116462,-0.9403754388072652,1
1,-0.8148510931009426,0.7996942193508573,-0.5048325438661394,0
1,0.9110593130509007,1.167061385175687,1.4213609487347363,1
1,-1.2257821421847148,0.47222213035768285,-0.9103364700091283,1
0,-1.1025028274595832,0.6633860401760332,-0.7876108895211655,1
1,-0.8148510931009426,-0.6514892004006201,-0.7854177789673193,0
0,1.321990362134673,0.9526253472055374,1.6694482729016487,0
1,0.5001282639671284,1.3382777565782096,1.0764887759844464,0
0,-1.2257821421847148,0.4007434510342999,-0.9183557227413742,1
1,-1.061409722551206,0.19461888740407857,-0.8198208162412916,1
0,-0.897037302917697,0.3342516563148737,-0.6537203825772582,1
0,0.787779998325769,0.6384516171562483,0.9071319054374292,1
0,-0.5682924636506793,0.44396311760192686,-0.3589796157194342,1
1,-0.9381304078260743,1.2368777696310842,-0.5459921338565068,1
1,0.6645006836006373,-1.4776497497894907,-0.5655750604181239,0
1,-0.7326648832841882,-1.5059087625452467,-0.8868989855043874,0
0,-0.7326648832841882,0.867848308938269,-0.38596152132130046,0
1,-0.8148510931009426,-0.5234924955657246,-0.7318305625051564,0
0,0.08919721488335625,-1.311420262990925,-0.661008598458222,0
1,-1.1025028274595832,1.108881064796189,-0.7711736366832471,1
0,-0.6504786734674337,-0.6747613285524191,-0.7176528781166553,0
1,1.157617942501164,-1.346328455218624,-0.3913446108625594,0
1,-1.266875247093092,0.15804840030839434,-0.9552398547833342,1
1,0.8288731032341462,0.9958450137731643,1.1958028511664263,1
0,1.4041765719514272,0.8196417577666849,1.8040698166968383,0
1,-0.6504786734674337,1.1205171288720883,-0.264166351371333,1
1,-0.7326648832841882,0.49383196364149656,-0.5269408704594584,1
1,-0.9381304078260743,-0.8044203282553002,-0.8204853951970026,0
1,1.527455886676559,1.620867884135771,2.497956704354683,0
0,-1.2257821421847148,1.4313662691854063,-0.8783923748712869,0
0,0.17138342470011067,0.8744974884102117,0.4192866466818489,0
1,0.8288731032341462,0.29601887435120344,0.7543673561513298,0
0,1.4863627817681817,1.0074810778490642,1.9363653341470388,0
0,-0.4450131489255476,-0.35560071389917325,-0.5088421702322624,1
1,-1.1435959323679603,0.525415566133224,-0.8534928166639817,0
1,-1.2257821421847148,-1.4975972882053186,-0.9913043394465839,1
1,0.45903515905875125,-0.49024659820601146,-0.0718150489567156,0
1,-1.3079683520014693,0.12480250294868124,-0.9891333815245946,1
0,1.527455886676559,-1.3147448527268963,-0.2596472144724983,0
1,1.36308346704305,-0.6431777260606918,0.3216821507197615,0
1,1.5685489915849362,1.1836843338555436,2.095399078248679,0
0,1.2808972572262955,-1.5025841728092755,-0.4550777327152434,0
0,-0.23954762438366153,-1.480974339525462,-0.7840221631603262,0
0,1.36308346704305,1.6424777174195844,2.2518188117911886,0
0,-0.3628269391087932,1.2019695774033856,0.04014435244872926,1
0,-0.5682924636506793,1.1986449876674146,-0.1885815714751365,1
1,1.36308346704305,1.36487447446598,2.070853962151087,1
1,-0.9792235127344515,-1.4776497497894907,-0.9541765284541965,0
1,-0.28064072929203876,-0.5667121621333515,-0.4920947805483455,0
1,0.8288731032341462,1.4646121665451193,1.51391464463342,0
1,-0.4039200440171704,0.33591395118285927,-0.2315798299096375,0
0,-1.3079683520014693,-0.35061382929521634,-0.9954690342357062,1
1,-0.7737579881925654,0.46723524575372616,-0.531371396830865,1
1,-0.15736141456690708,-0.22926630393226355,-0.25107414594382654,0
1,0.29466273942524235,1.36487447446598,0.9011728474678874,0
1,1.0343386277760322,-1.4975972882053186,-0.5061173965138474,0
0,0.417942054150374,0.6633860401760332,0.5956437488956884,0
1,0.6645006836006373,-1.3180694424628678,-0.4827242172728205,0
1,-0.8559441980093199,-1.5108956471492037,-0.9104472331684135,0
1,-0.8148510931009426,-0.5367908545096098,-0.738919404699407,1
0,-0.32173383420041596,-0.1511384451369377,-0.39721505830467313,0
1,-0.6093855685590566,1.002494193245107,-0.27548634625027685,0
0,1.2808972572262955,0.5121172071893386,1.2035562723163877,0
0,0.04810410997497902,-1.1468530710603453,-0.6036775872122206,0
0,1.6096420964933134,1.7006580377990823,2.704264164839231,0
1,-1.061409722551206,0.6467630914961766,-0.7494419048314978,0
1,0.29466273942524235,-1.4876235189974047,-0.6751419775830091,0
1,0.9521524179592779,0.12812709268465236,0.6708740866821725,0
1,-1.1435959323679603,-0.6381908414567347,-0.9318245229104504,1
1,1.6096420964933134,-1.3047710835189825,-0.1835086187798759,0
0,0.25356963451686515,-0.16942368868478005,0.0188999784978345,0
1,1.6096420964933134,0.3957565664303428,1.40326224850754,0
1,-0.691571778375811,-0.35892530363514463,-0.6256751506462545,0
1,1.527455886676559,1.5992580508519574,2.519378299360434,0
1,0.787779998325769,-1.5059087625452467,-0.571002455223097,0
1,0.3768489492419968,-1.3945350063902078,-0.5701828078443868,0
0,-0.6093855685590566,0.8578745397303551,-0.3118831203913821,1
1,1.321990362134673,1.1354777826839595,1.8233869116761707,0
0,1.6096420964933134,-0.0031942018862145104,1.0771312023083006,0
0,1.36308346704305,-1.480974339525462,-0.417218884871574,0
0,-1.3079683520014693,-0.6631252644765195,-0.9996337290248284,0
0,-0.07517520475015264,0.852887655126398,0.2784845185985471,0
0,-1.2257821421847148,0.3159664127670316,-0.9178462122086625,1
1,-1.1435959323679603,-0.3024072781236325,-0.8864559328672468,0
0,-1.3079683520014693,-1.4975972882053186,-1.010754350217059,0
1,-1.1435959323679603,-1.3496530449545954,-0.9609552338024487,0
0,1.527455886676559,-1.321394032198839,-0.22641826668694875,0
1,-1.266875247093092,-0.35726300876715905,-0.9745126444989529,0
1,-0.5682924636506793,-0.28910891917974707,-0.5351151916147036,0
1,-1.3079683520014693,0.192956592536093,-0.9882251236184565,0
0,0.45903515905875125,-1.331367801406753,-0.5704707920585282,0
1,-0.8559441980093199,-1.490948108733376,-0.9023393699087394,0
0,-0.23954762438366153,0.5304024507371807,-0.04290586438328754,0
0,-0.897037302917697,0.17633364385623645,-0.6828067882055425,0
1,0.13029031979173347,0.33258936144688817,0.1587273907794267,0
1,0.6234075786922602,1.1687236800436724,1.1221675028736486,0
0,-0.6504786734674337,0.18132052846019314,-0.48715474364422706,0
0,1.2808972572262955,0.9758974753573366,1.6748313624429076,0
0,-0.897037302917697,0.31430411789904555,-0.6499544351615626,1
1,1.6096420964933134,1.349913820654109,2.322840149524837,0
1,1.4452696768598046,-1.2997841989150256,-0.17265382916992975,0
1,0.6234075786922602,-1.494272698469347,-0.6045415398546449,0
1,1.0343386277760322,0.8861335524861111,1.4224021224320167,0
0,-0.034082099841775425,0.47720901496164,0.14087236950265825,0
1,1.5685489915849362,1.1404646672879166,2.176522016109134,0
1,1.5685489915849362,0.568635232700851,1.638700419884087,0
0,0.5001282639671284,1.12384171860806,0.9856186801068973,0
0,-1.1846890372763377,-1.495934993337333,-0.9855889604274694,0
0,1.157617942501164,1.552713794548359,2.026903140546733,1
1,1.0754317326844096,1.1487761416278448,1.4720461704236276,0
0,-0.6504786734674337,0.9941827189051787,-0.32665892584002304,0
0,-1.0203166176428287,0.5437008096810662,-0.7599422523317314,1
0,-0.6093855685590566,-1.4992595830733044,-0.8678920273710532,0
