gender,tenure,MonthlyCharges,TotalCharges,Churn,total_charges_per_tenure
0,0.1713834247001106,-1.4992595830733044,-0.7195801570882173,0,-4.198656657418009
1,-0.6093855685590566,-0.3489515344272307,-0.5955032660569756,0,0.9772191807316558
0,0.2946627394252423,1.0706482828325188,0.6228250281842679,1,2.1136877685964848
0,-0.2395476243836615,1.1919958081954718,0.2181407494199893,0,-0.9106362460544097
1,-1.266875247093092,-0.6531514952686056,-0.9816679445887746,1,0.7748734114438343
1,0.5823144737838829,0.6783466939879041,0.8001789988316741,0,1.3741355141528704
0,1.6096420964933134,-0.0397646889818987,0.9585924692413172,0,0.595531436043863
0,0.2124765296084879,0.5171040917932959,0.3816714777886068,0,1.7962994712492708
0,-0.691571778375811,-0.5135187263578105,-0.6655498879889138,0,0.9623728278097021
0,1.6096420964933134,1.2800974361987116,2.246923080150785,1,1.3959147098885027
0,-0.6504786734674337,0.1829828233281791,-0.481660890943683,1,0.740471456775281
1,0.5823144737838829,-0.1993449963085218,0.2267802758442322,0,0.38944640062029134
0,1.1987110474095413,1.291733500274611,1.80861110622753,1,1.5087965612196579
1,-1.307968352001469,0.670035219647976,-0.9818673182754878,1,0.7506812506380773
0,-0.9792235127344516,-0.468636764922198,-0.8141497424858911,0,0.8314238086587636
0,1.5685489915849362,0.7049434118756746,1.6591029938244142,0,1.0577310640122104
1,-1.0203166176428289,-1.5009218779412898,-0.9553063126789052,1,0.936284184889478
0,1.5685489915849362,1.4762482306210187,2.428663271905884,0,1.548350281014715
0,-1.1435959323679603,-0.4503515213743556,-0.903336238342306,0,0.7899085793981742
1,0.9110593130509008,-1.4826366343934478,-0.541472996957672,0,-0.5943334195711361
0,1.4863627817681817,1.3233171027663386,2.1794461635142626,1,1.4662948980205133
1,0.2535696345168651,0.5171040917932959,0.3989062253733785,1,1.5731624416836354
0,0.3357558443336195,1.2535007183109408,0.8471868836322982,1,2.523223044154972
1,1.4041765719514272,1.389808897485765,2.086028514973154,0,1.4855884627630103
0,-1.307968352001469,-0.6215678927768781,-0.9990799132284026,1,0.7638410453124485
0,1.157617942501164,1.3731859488059084,1.8050002272348336,0,1.5592365675802564
0,-0.9381304078260744,-1.4975972882053186,-0.9340176334642966,0,0.9956159886435103
1,1.6096420964933134,-1.3446661603506382,-0.2623276829271993,0,-0.16297267790069198
0,-1.307968352001469,0.14807463110048,-0.9888232446785964,1,0.7559993658604102
1,-0.6504786734674337,-0.9723121099218516,-0.7333147888395778,0,1.127346396970371
1,0.3357558443336195,-1.5009218779412898,-0.6620276195236455,0,-1.9717530780069765
0,-1.266875247093092,-0.6647875593445053,-0.9703479497098306,0,0.7659380447572419
1,-1.1846890372763377,1.0989072955882753,-0.8491952060837173,1,0.7168085289588412
0,1.1165248375927868,0.3143041178990455,0.9534973639141996,0,0.8539867021408388
1,-0.0751752047501526,0.660061450440062,0.1383248168390994,0,-1.8400324588250436
0,0.6645006836006373,1.142126962155902,1.160624471777458,0,1.746611403751376
0,-1.307968352001469,-0.3057318678596036,-0.9948709131755664,0,0.7606230775027567
0,-0.7326648832841882,-0.0015319070182289,-0.5983166503028187,0,0.8166307188367616
1,0.5412213688755056,-1.5175448266211464,-0.6366628560473427,0,-1.176344639477439
0,0.417942054150374,-1.1834235581560295,-0.4772303645722763,0,-1.1418577284413944
0,-0.5271993587423021,0.9858712445652504,-0.1779040029200465,1,0.33745109884894026
1,0.9932455228676552,-0.3805351369189581,0.3330907561261335,0,0.3353559099510948
0,-0.9792235127344516,-1.4975972882053186,-0.9403311335435508,0,0.9602824292052639
1,-1.1846890372763377,0.1713467592522793,-0.9012981962114588,1,0.7607888381271686
1,-1.307968352001469,0.2893696948792607,-0.9869402709707484,1,0.7545597486823901
0,0.787779998325769,-1.3330300962747388,-0.474992948754716,0,-0.6029512678212137
0,1.6096420964933134,0.284382810275304,1.3414785582582751,0,0.8334017612864089
0,1.321990362134673,0.9243663344497812,1.624766414446013,0,1.229030453612714
0,0.7466868934173918,-0.1660990989488087,0.3289260613370112,0,0.4405140417445954
0,0.787779998325769,1.5244547817926029,1.5643340347400272,0,1.985749876951219
1,-1.307968352001469,0.177995938724222,-0.9884244973051696,1,0.7556945057521234
1,-1.061409722551206,-1.5158825317531608,-0.9553284653107624,0,0.9000562600976874
0,0.1713834247001106,-1.480974339525462,-0.7104532727631196,0,-4.145402474050696
1,-1.061409722551206,-0.6863973926283188,-0.8806740959525612,0,0.8297211503167425
0,0.7466868934173918,-1.4776497497894907,-0.557600112949592,0,-0.7467656361257411
0,-0.7737579881925654,0.0184156313975992,-0.6041427924812184,1,0.7807903785167323
1,0.3357558443336195,0.3259401819749454,0.3927477937171234,0,1.1697422408137579
0,1.6096420964933134,0.1580484003083943,1.1550641611813426,0,0.7175906766465093
0,1.157617942501164,0.5736221173048082,1.1535577822150644,0,0.9964926595061865
0,-0.2806407292920387,0.626815553080349,-0.1021641546008507,1,0.36403894352247507
1,-0.1984545194752843,-1.4842989292614333,-0.7823607157710488,0,3.9422670637061743
1,-0.8559441980093199,-0.7013580464401897,-0.7798796210030611,0,0.9111337197177537
1,-0.3217338342004159,0.6550745658361049,-0.0944328860827461,0,0.2935124504932283
1,-1.0203166176428289,1.205294167139357,-0.6460998772184388,1,0.6332346901406755
0,-0.3628269391087932,-0.8576137640308412,-0.5892119186095781,1,1.6239475493656872
1,-0.157361414566907,-0.6614629696085339,-0.4751923224414293,0,3.019751212514595
1,-1.266875247093092,-1.5092333522812182,-1.0073428449110755,0,0.7951397323631302
1,1.527455886676559,0.3525368998627158,1.2899293839269592,0,0.8444953436485748
1,0.952152417959278,1.108881064796189,1.4209400487294528,1,1.4923451560149523
1,0.2946627394252423,1.3582252949940374,0.8539212837168362,0,2.8979615318260525
0,0.8699662081425235,0.013428746793642,0.536850663947123,0,0.6170936973441302
0,-1.307968352001469,-0.453676111110327,-0.9968424974108422,1,0.762130441371507
1,0.3357558443336195,0.3242778871069599,0.3497716879144793,0,1.04174415372777
1,-0.9381304078260744,-1.5158825317531608,-0.9374955966658508,0,0.9993233231169911
0,-0.9792235127344516,0.3558614895986869,-0.7264474729638976,0,0.7418607330366438
0,-1.0203166176428289,0.058310708229255,-0.7887406737458742,0,0.7730352129009234
1,-0.2395476243836615,-1.4842989292614333,-0.7810980157551979,0,3.2607211938123197
1,0.2535696345168651,-0.791121969311415,-0.3119717309188102,0,-1.2303197562011738
0,0.417942054150374,0.4306647586580414,0.4716997736555888,1,1.128624815261766
0,-0.1162683096585298,-0.3472892395592449,-0.3156712204389347,0,2.71502373575426
0,0.0070110050666017,0.9526253472055374,0.3341983877189851,0,47.66768595147717
0,-0.2395476243836615,-1.4975972882053186,-0.8113142056081909,0,3.3868597432165854
0,1.6096420964933134,1.4463269229972773,2.400595887343022,0,1.4913848815043056
1,-1.0203166176428289,-1.4992595830733044,-0.9486383704899384,0,0.9297490152434407
1,1.4452696768598046,-1.490948108733376,-0.4050792426139198,0,-0.2802793479304511
0,0.1302903197917334,-0.9822858791297654,-0.4356277219447683,0,-3.3435156398503816
1,-0.2806407292920387,0.0383631698134268,-0.2874487674530747,0,1.0242589098817207
0,1.5685489915849362,1.4862219998289323,2.4602529249340126,0,1.5684896921504865
1,-1.307968352001469,0.5087926174533676,-0.9840161235656202,1,0.7523241078882885
0,0.2535696345168651,-1.3197317373308537,-0.5818350922011861,0,-2.2945771614561674
0,-1.307968352001469,-1.3579645192945236,-1.008893529141068,1,0.7713439913108346
0,0.787779998325769,1.306694154086482,1.4475232069578925,1,1.83747138799442
